transaction_id,customer_id,order_amount,product_category,payment_method,discount_percent,delivery_distance_km,customer_age,customer_account_age_days,previous_orders,previous_returns,return_rate,returns_last_30_days,refunds_last_90_days,chargebacks_last_90_days,days_to_return,delivery_to_return_days,coupon_usage_count,high_value_order,customer_risk_history,return_reason,location_risk_score,device_change_count,orders_last_30_days,previous_fraud_flag,target_return_abuse
TX103024,CUST001122,1336.79,Electronics,UPI,7.0,4.5,27,362,12,1,0.083,1,0,0,,,0,0,low,no_return,29.8,2,1,0,0
TX103025,CUST001880,1838.88,Electronics,Net Banking,12.2,5.6,53,27,7,1,0.143,0,1,0,2.4,0.7,1,0,low,not_as_described,48.7,0,1,0,0
TX103026,CUST000341,511.87,Fashion,Debit Card,8.3,9.8,27,54,8,2,0.25,2,0,0,4.6,4.5,3,0,medium,not_as_described,27.4,1,1,0,0
TX103027,CUST002242,4289.41,Electronics,Net Banking,4.0,3.4,37,395,9,2,0.222,1,1,0,1.5,1.5,1,1,low,size_issue,27.4,0,1,0,1
TX103028,CUST000674,1960.22,Electronics,UPI,3.7,3.7,37,311,2,0,0.0,0,1,0,,,0,0,medium,no_return,29.5,0,2,0,0
TX103029,CUST002684,1957.0,Sports,Debit Card,27.2,26.6,18,84,11,0,0.0,0,0,0,,,1,0,low,no_return,3.5,0,4,0,0
TX103030,CUST002197,2498.1,Sports,COD,12.1,1.2,46,267,8,0,0.0,0,0,0,,,1,0,low,no_return,6.5,1,5,0,0
TX103031,CUST000818,243.54,Electronics,COD,22.6,0.5,38,1099,8,0,0.0,0,0,0,,,1,0,low,no_return,37.5,0,1,0,0
TX103032,CUST001690,4558.9,Sports,UPI,24.2,5.8,33,75,12,3,0.25,0,0,0,,,2,1,medium,no_return,34.4,0,1,0,1
TX103033,CUST000333,1414.02,Electronics,Credit Card,18.8,16.0,42,687,10,1,0.1,1,2,0,,,1,0,low,no_return,22.9,0,1,0,0
TX103034,CUST000300,4391.29,Home,UPI,24.6,14.5,31,911,11,1,0.091,0,0,0,3.5,3.1,1,1,high,changed_mind,26.6,1,1,0,0
TX103035,CUST002868,1379.92,Mobile,UPI,15.2,2.5,40,480,9,0,0.0,0,0,0,8.7,7.4,1,0,high,not_needed,15.5,0,0,0,0
TX103036,CUST002407,1170.38,Beauty,COD,31.4,30.6,18,52,9,2,0.222,0,1,0,,,0,0,medium,no_return,18.7,0,1,0,0
TX103037,CUST000464,2389.06,Electronics,Wallet,24.9,3.9,40,61,9,3,0.333,0,0,0,,,3,0,low,no_return,17.1,0,0,0,0
TX103038,CUST000848,6050.52,Home,Debit Card,26.5,3.6,33,904,11,1,0.091,0,0,0,4.9,1.3,1,1,low,not_as_described,26.1,0,3,0,0
TX103039,CUST000593,3680.25,Grocery,UPI,3.7,47.9,33,1078,7,0,0.0,0,0,0,,,4,1,low,no_return,33.9,1,1,0,0
TX103040,CUST001186,2562.02,Fashion,UPI,18.2,0.8,23,194,7,1,0.143,0,0,0,6.4,3.5,2,0,high,not_as_described_repeated,22.6,0,0,0,0
TX103041,CUST000874,2364.69,Mobile,Credit Card,0.0,7.1,29,414,10,2,0.2,0,0,0,,,2,0,low,no_return,19.4,4,1,0,0
TX103042,CUST000984,1892.07,Home,UPI,31.8,13.9,29,726,11,0,0.0,0,0,0,,,3,0,low,no_return,32.8,1,4,0,0
TX103043,CUST001588,4268.67,Electronics,COD,7.5,13.0,20,2993,4,2,0.5,0,1,0,,,2,1,low,no_return,6.0,0,3,0,0
TX103044,CUST000567,2955.92,Sports,UPI,9.2,1.4,35,243,12,3,0.25,1,2,0,2.0,1.9,1,0,low,not_needed,20.3,1,3,0,0
TX103045,CUST002648,610.13,Grocery,UPI,0.0,1.1,47,4,4,0,0.0,0,0,0,,,0,0,low,no_return,21.8,1,0,0,0
TX103046,CUST002183,882.14,Home,COD,14.6,4.2,18,680,7,2,0.286,1,2,0,,,0,0,low,no_return,3.6,0,3,0,0
TX103047,CUST002281,2619.17,Footwear,UPI,11.8,15.9,36,261,12,1,0.083,0,1,0,5.3,1.3,2,0,low,defective,53.7,2,6,0,0
TX103048,CUST000509,773.29,Footwear,Credit Card,36.9,14.8,27,939,7,1,0.143,0,0,0,,,1,0,low,no_return,29.9,1,1,0,0
TX103049,CUST002124,1952.81,Electronics,Credit Card,25.3,7.4,26,159,7,0,0.0,0,0,0,,,1,0,low,no_return,5.6,0,1,0,0
TX103050,CUST002508,3114.16,Electronics,UPI,8.8,3.4,32,663,5,0,0.0,0,1,0,,,1,0,high,no_return,4.4,0,0,0,0
TX103051,CUST000526,2400.16,Fashion,Debit Card,0.0,9.6,32,680,6,0,0.0,0,0,0,5.4,4.7,1,0,low,not_as_described,9.7,0,1,0,0
TX103052,CUST002254,686.88,Sports,Credit Card,0.0,13.6,33,645,5,0,0.0,0,1,0,,,0,0,medium,no_return,10.2,2,2,0,0
TX103053,CUST001073,918.78,Sports,Debit Card,2.7,0.9,20,1438,16,3,0.188,2,1,1,,,3,0,low,no_return,22.8,0,3,0,1
TX103054,CUST002362,2449.37,Fashion,UPI,0.0,5.7,42,112,8,0,0.0,0,0,0,,,2,0,low,no_return,18.8,1,1,0,0
TX103055,CUST001435,5643.59,Mobile,Credit Card,19.2,30.6,32,22,8,0,0.0,0,0,0,,,1,1,medium,no_return,33.6,1,2,0,0
TX103056,CUST002406,1687.38,Fashion,Debit Card,13.3,39.9,37,118,11,0,0.0,0,0,0,0.4,0.0,3,0,low,size_issue,40.9,0,0,0,0
TX103057,CUST000443,3182.95,Toys,UPI,15.2,12.8,44,401,13,0,0.0,0,0,0,,,2,0,low,no_return,38.2,1,2,0,0
TX103058,CUST001167,2413.9,Toys,UPI,3.6,1.6,18,1233,9,0,0.0,0,0,0,,,1,0,low,no_return,56.8,0,1,0,0
TX103059,CUST000821,1137.69,Electronics,UPI,16.8,24.9,38,277,7,0,0.0,0,0,0,,,0,0,low,no_return,19.0,1,6,0,0
TX103060,CUST000745,3206.11,Fashion,UPI,0.0,10.4,30,14,11,5,0.455,0,0,0,,,3,0,low,no_return,35.6,0,2,0,0
TX103061,CUST000925,500.23,Fashion,UPI,13.9,23.3,42,892,6,2,0.333,1,0,0,,,0,0,low,no_return,40.3,0,1,0,0
TX103062,CUST001147,3059.04,Footwear,Wallet,25.0,33.9,23,86,6,0,0.0,0,0,0,,,2,0,low,no_return,30.6,1,1,0,0
TX103063,CUST000382,2510.51,Home,Credit Card,10.6,2.3,41,11,9,0,0.0,0,0,0,,,0,0,low,no_return,7.9,0,0,0,0
TX103064,CUST002121,1216.26,Toys,Debit Card,20.3,24.1,21,240,8,1,0.125,1,0,0,6.9,3.8,0,0,medium,not_as_described_repeated,20.4,1,1,0,1
TX103065,CUST001651,825.1,Beauty,UPI,0.0,4.6,36,689,12,3,0.25,1,1,0,0.1,0.0,0,0,medium,changed_mind,24.0,0,1,0,0
TX103066,CUST002487,1294.19,Home,UPI,0.0,30.6,34,72,3,0,0.0,0,0,0,,,0,0,low,no_return,35.0,1,1,0,0
TX103067,CUST002115,1076.38,Footwear,COD,18.9,1.8,30,184,5,1,0.2,0,0,0,,,2,0,low,no_return,12.5,0,1,0,0
TX103068,CUST000447,1505.38,Home,COD,27.6,8.2,21,749,6,2,0.333,1,1,0,6.4,2.1,1,0,low,changed_mind,29.9,3,3,0,0
TX103069,CUST000210,1390.42,Books,Wallet,12.1,5.3,28,195,3,0,0.0,0,2,0,,,1,0,low,no_return,42.5,0,3,0,0
TX103070,CUST001269,1215.8,Home,UPI,40.7,0.5,41,155,14,1,0.071,1,2,0,,,0,0,low,no_return,8.4,0,2,0,1
TX103071,CUST001443,484.92,Electronics,UPI,0.0,16.9,46,614,8,1,0.125,1,0,0,8.3,8.2,1,0,low,defective,35.4,2,0,0,0
TX103072,CUST000721,739.99,Electronics,COD,6.8,0.5,51,54,8,1,0.125,0,0,0,,,2,0,low,no_return,21.3,2,3,0,0
TX103073,CUST002346,3531.15,Fashion,Credit Card,16.7,3.5,37,68,12,4,0.333,2,3,0,,,1,1,medium,no_return,12.6,1,0,0,1
TX103074,CUST001745,1241.24,Books,UPI,20.6,6.1,34,68,6,0,0.0,0,0,0,1.1,0.0,0,0,low,changed_mind,39.0,2,1,0,0
TX103075,CUST002244,1525.54,Home,Credit Card,8.0,22.8,36,127,16,2,0.125,0,0,0,,,3,0,low,no_return,52.6,1,1,0,0
TX103076,CUST000327,1338.23,Home,UPI,2.3,18.2,51,129,3,1,0.333,0,0,0,,,0,0,medium,no_return,47.4,0,2,0,0
TX103077,CUST002445,4329.89,Electronics,COD,22.4,7.0,37,211,10,1,0.1,0,2,1,,,0,1,low,no_return,26.8,1,1,0,0
TX103078,CUST000619,1057.97,Grocery,Net Banking,16.6,16.9,32,791,11,3,0.273,0,2,0,,,0,0,low,no_return,9.8,0,2,0,0
TX103079,CUST001345,1004.04,Toys,Debit Card,10.9,4.2,29,25,12,0,0.0,0,0,0,6.7,6.6,1,0,low,changed_mind,24.4,1,4,0,0
TX103080,CUST001318,2546.69,Grocery,Credit Card,21.0,7.3,30,52,9,0,0.0,0,0,0,,,1,0,low,no_return,34.3,0,3,0,0
TX103081,CUST002461,2054.7,Mobile,COD,13.4,8.7,35,474,10,0,0.0,0,0,0,,,0,0,low,no_return,18.4,1,3,0,0
TX103082,CUST000831,2592.7,Electronics,Debit Card,13.3,3.2,24,125,9,0,0.0,0,0,0,16.6,16.5,1,0,medium,changed_mind_repeated,14.5,2,1,0,0
TX103083,CUST000723,2488.13,Electronics,COD,12.9,14.0,25,295,9,0,0.0,0,0,0,16.5,14.0,1,0,low,defective,30.2,0,1,0,0
TX103084,CUST001019,3258.82,Beauty,Credit Card,5.1,12.1,31,64,8,0,0.0,0,0,0,,,2,0,low,no_return,20.9,0,3,0,0
TX103085,CUST001083,673.19,Fashion,Wallet,3.9,13.3,27,429,16,0,0.0,0,0,0,7.3,6.2,0,0,low,not_needed,66.5,1,0,0,0
TX103086,CUST000545,2391.72,Grocery,UPI,8.7,38.5,37,1388,4,0,0.0,0,0,0,6.9,4.8,1,0,low,not_as_described,9.3,1,0,0,0
TX103087,CUST000529,1008.75,Toys,Debit Card,15.4,3.4,38,92,11,0,0.0,0,1,0,6.0,5.3,0,0,low,changed_mind_repeated,5.4,1,2,0,0
TX103088,CUST000694,384.96,Electronics,COD,0.0,18.6,34,528,10,2,0.2,0,0,0,,,3,0,low,no_return,78.6,2,2,0,1
TX103089,CUST001402,2477.14,Footwear,Net Banking,26.3,3.1,36,224,9,1,0.111,0,0,0,,,1,0,low,no_return,27.2,1,1,0,0
TX103090,CUST001030,2385.16,Electronics,Net Banking,15.2,0.6,33,875,8,1,0.125,1,0,0,,,0,0,low,no_return,9.1,1,1,0,0
TX103091,CUST001176,1789.98,Grocery,Credit Card,2.2,2.8,18,352,10,0,0.0,0,0,1,,,1,0,low,no_return,28.4,1,1,0,0
TX103092,CUST002157,3295.04,Home,Debit Card,34.4,10.6,23,210,3,1,0.333,1,2,0,,,1,0,medium,no_return,12.9,0,2,0,1
TX103093,CUST000723,1014.69,Grocery,UPI,15.5,29.3,39,169,6,2,0.333,1,0,0,1.8,0.0,1,0,medium,not_as_described,12.1,0,1,0,1
TX103094,CUST002729,2741.24,Electronics,Debit Card,0.0,23.5,23,875,10,0,0.0,0,1,0,2.4,0.3,5,0,medium,not_as_described_repeated,9.0,0,1,0,0
TX103095,CUST002255,1620.42,Mobile,UPI,33.9,17.3,40,174,8,4,0.5,0,0,0,2.1,0.0,0,0,low,not_needed,12.5,1,2,0,0
TX103096,CUST000524,1706.08,Mobile,Credit Card,31.3,19.8,41,38,8,0,0.0,0,0,0,1.5,0.0,0,0,low,size_issue,10.1,0,2,0,0
TX103097,CUST000942,426.73,Beauty,Net Banking,4.1,7.7,29,21,5,0,0.0,0,0,0,14.6,12.9,2,0,low,changed_mind,59.6,1,0,0,1
TX103098,CUST000551,3316.26,Beauty,COD,11.1,6.6,26,368,8,4,0.5,0,1,0,16.8,14.0,4,0,low,not_needed,32.7,0,1,0,0
TX103099,CUST000819,2325.7,Grocery,Credit Card,9.5,0.8,32,93,9,0,0.0,0,1,0,3.4,3.1,3,0,low,not_as_described,21.9,0,2,0,0
TX103100,CUST001097,2674.45,Sports,UPI,0.0,1.6,31,113,12,0,0.0,0,0,0,,,1,0,medium,no_return,46.4,0,0,0,0
TX103101,CUST000393,916.41,Sports,Credit Card,18.9,7.6,38,343,10,3,0.3,2,0,0,,,1,0,low,no_return,2.6,0,1,0,1
TX103102,CUST000044,2153.48,Sports,UPI,25.1,19.8,18,1838,9,1,0.111,0,0,0,,,2,0,medium,no_return,23.4,0,4,0,0
TX103103,CUST001317,1618.09,Footwear,UPI,22.9,2.9,24,830,1,0,0.0,0,0,0,,,1,0,low,no_return,31.0,0,2,0,0
TX103104,CUST002103,2405.19,Grocery,Net Banking,15.4,38.6,21,688,12,0,0.0,0,0,0,,,0,0,low,no_return,8.8,0,1,0,0
TX103105,CUST000909,2089.23,Fashion,Credit Card,26.3,15.9,18,164,10,0,0.0,0,0,0,,,1,0,low,no_return,31.3,0,2,0,0
TX103106,CUST002581,4856.36,Footwear,UPI,1.4,32.7,27,1264,7,0,0.0,0,0,0,,,2,1,medium,no_return,5.1,0,2,0,0
TX103107,CUST001108,3949.66,Fashion,COD,36.8,18.1,18,75,4,1,0.25,0,1,0,,,1,1,low,no_return,21.2,0,4,0,0
TX103108,CUST002702,1494.8,Fashion,UPI,5.7,5.9,28,212,6,0,0.0,0,0,0,,,1,0,low,no_return,22.5,1,0,0,0
TX103109,CUST000708,2475.26,Mobile,Credit Card,7.1,17.4,27,3,10,0,0.0,0,0,0,2.9,1.8,0,0,low,changed_mind,9.5,2,1,0,0
TX103110,CUST001618,1410.64,Fashion,UPI,8.1,8.1,36,213,7,0,0.0,0,0,0,0.4,0.2,1,0,low,changed_mind,51.6,0,0,0,0
TX103111,CUST002289,3239.83,Electronics,UPI,7.2,0.5,29,29,7,0,0.0,0,0,0,2.2,2.0,1,0,low,changed_mind,19.4,1,0,0,0
TX103112,CUST000178,1664.52,Sports,Debit Card,12.7,7.2,18,1891,6,0,0.0,0,0,0,,,1,0,low,no_return,11.0,0,1,0,0
TX103113,CUST002790,1279.94,Toys,COD,12.2,5.0,35,269,10,0,0.0,0,0,0,,,2,0,medium,no_return,22.4,0,0,0,0
TX103114,CUST001095,2134.01,Electronics,Credit Card,16.6,13.5,56,691,11,3,0.273,0,0,0,1.0,0.8,0,0,low,changed_mind_repeated,31.2,4,5,0,0
TX103115,CUST001494,3760.95,Beauty,COD,5.2,4.0,42,107,5,0,0.0,0,0,0,,,3,1,low,no_return,22.0,1,6,0,0
TX103116,CUST001885,3398.19,Electronics,Net Banking,17.0,4.1,38,8,10,0,0.0,0,3,0,,,0,0,medium,no_return,3.6,0,3,0,1
TX103117,CUST001929,1331.63,Home,COD,1.9,4.9,30,104,5,2,0.4,1,0,0,8.5,8.2,3,0,high,not_as_described,29.2,0,4,0,1
TX103118,CUST000071,4594.88,Home,Wallet,23.8,2.1,27,6,3,0,0.0,0,1,0,,,0,1,low,no_return,8.0,0,1,0,0
TX103119,CUST002601,956.19,Electronics,Net Banking,23.6,6.4,26,4,14,0,0.0,0,0,0,27.5,27.2,0,0,low,defective,7.8,0,1,0,0
TX103120,CUST001871,1174.45,Mobile,COD,14.9,9.6,34,155,8,0,0.0,0,0,0,,,3,0,low,no_return,16.4,0,1,0,0
TX103121,CUST002996,3154.51,Grocery,UPI,7.2,12.2,20,331,13,0,0.0,0,0,0,,,1,0,high,no_return,22.8,0,2,0,0
TX103122,CUST001415,386.88,Footwear,UPI,18.7,46.1,34,398,5,0,0.0,0,1,0,,,1,0,low,no_return,22.4,2,3,0,0
TX103123,CUST001840,1842.27,Footwear,COD,4.3,2.0,25,429,7,0,0.0,0,2,0,3.5,1.5,2,0,medium,not_needed,14.3,2,1,0,0
TX103124,CUST001323,1490.45,Mobile,COD,15.4,1.2,18,138,6,0,0.0,0,0,0,,,1,0,low,no_return,17.5,0,1,0,0
TX103125,CUST002669,4760.95,Books,COD,13.2,0.5,25,657,10,0,0.0,0,1,0,,,1,1,medium,no_return,48.6,1,1,0,0
TX103126,CUST002497,835.83,Fashion,Debit Card,46.6,8.0,44,387,7,2,0.286,1,0,0,,,1,0,low,no_return,23.3,0,1,0,0
TX103127,CUST002725,904.15,Toys,COD,0.3,29.9,33,81,5,3,0.6,0,0,0,,,1,0,high,no_return,30.3,0,0,0,0
TX103128,CUST001513,5166.47,Beauty,COD,0.0,11.8,18,11,4,0,0.0,0,0,0,,,1,1,medium,no_return,4.0,2,3,1,1
TX103129,CUST002374,1502.25,Fashion,Debit Card,7.3,20.3,25,57,9,0,0.0,0,0,0,0.1,0.0,1,0,low,not_as_described_repeated,27.2,0,0,0,0
TX103130,CUST001077,3670.26,Home,UPI,0.0,0.7,41,149,10,1,0.1,1,0,0,1.7,0.9,2,1,low,changed_mind_repeated,16.9,0,1,0,0
TX103131,CUST001383,1342.22,Fashion,Credit Card,6.3,5.6,29,761,16,2,0.125,2,0,0,,,1,0,low,no_return,7.3,2,2,0,0
TX103132,CUST002280,1141.18,Beauty,UPI,0.0,8.7,37,70,11,1,0.091,1,2,0,,,1,0,low,no_return,31.9,0,2,0,0
TX103133,CUST000244,3783.89,Toys,UPI,4.1,22.9,28,616,4,0,0.0,0,0,0,,,4,1,low,no_return,19.7,1,1,0,0
TX103134,CUST002131,5942.88,Beauty,Debit Card,2.2,6.1,33,121,14,0,0.0,0,0,0,5.0,4.1,2,1,high,changed_mind_repeated,11.6,0,1,0,0
TX103135,CUST000048,3964.92,Fashion,UPI,26.6,16.0,32,577,3,1,0.333,0,0,0,,,1,1,low,no_return,9.9,1,1,0,0
TX103136,CUST001742,1283.63,Electronics,Net Banking,14.4,15.4,25,1045,13,3,0.231,0,3,0,,,0,0,low,no_return,17.9,0,0,0,0
TX103137,CUST001432,1789.13,Footwear,Credit Card,27.9,2.1,37,309,7,0,0.0,0,0,0,,,1,0,medium,no_return,14.4,1,4,0,0
TX103138,CUST001406,933.54,Home,Debit Card,15.5,28.0,47,413,14,2,0.143,0,0,0,11.0,10.2,3,0,low,changed_mind,38.7,1,1,0,0
TX103139,CUST001483,1049.37,Home,UPI,26.1,22.2,35,542,7,0,0.0,0,0,0,5.2,4.5,2,0,low,size_issue,50.4,1,1,0,0
TX103140,CUST001476,1012.09,Books,COD,11.4,23.4,33,140,10,0,0.0,0,0,0,,,3,0,low,no_return,2.0,2,1,0,0
TX103141,CUST001222,1364.51,Footwear,Credit Card,34.1,1.2,23,38,6,1,0.167,1,0,0,1.4,1.3,1,0,low,not_as_described,11.8,0,1,0,0
TX103142,CUST001354,1982.84,Beauty,Debit Card,20.7,9.2,41,28,13,3,0.231,1,0,0,9.5,7.0,0,0,low,defective,10.9,1,2,0,0
TX103143,CUST001704,1837.91,Grocery,Debit Card,5.6,4.1,26,306,10,0,0.0,0,0,0,2.7,0.9,1,0,low,not_as_described_repeated,38.5,1,1,0,0
TX103144,CUST002290,2873.96,Fashion,Debit Card,22.4,5.9,37,658,12,3,0.25,0,1,0,,,0,0,low,no_return,13.2,3,1,0,0
TX103145,CUST001656,2051.37,Mobile,Debit Card,15.3,27.6,39,5,6,1,0.167,0,0,1,,,4,0,low,no_return,51.2,0,1,0,0
TX103146,CUST001927,2703.22,Sports,COD,12.6,17.6,41,30,7,2,0.286,1,0,0,,,2,0,medium,no_return,14.5,0,3,1,1
TX103147,CUST002510,2977.69,Books,COD,16.2,3.6,42,67,7,2,0.286,0,1,1,,,1,0,low,no_return,22.9,1,3,0,0
TX103148,CUST002968,1299.44,Electronics,Credit Card,24.0,3.9,41,1623,3,0,0.0,0,0,0,1.2,0.1,3,0,low,defective,23.7,3,1,0,0
TX103149,CUST000326,1641.75,Grocery,Net Banking,0.0,23.9,19,394,5,0,0.0,0,0,0,,,2,0,low,no_return,14.7,0,0,0,0
TX103150,CUST002139,9767.48,Home,Credit Card,10.8,39.6,23,183,5,0,0.0,0,0,0,0.9,0.7,0,1,medium,size_issue,43.4,0,3,0,0
TX103151,CUST000676,1226.33,Home,UPI,23.2,9.5,18,532,6,0,0.0,0,1,0,,,0,0,low,no_return,32.3,1,1,0,0
TX103152,CUST000591,2801.41,Grocery,Credit Card,18.0,1.4,18,159,7,1,0.143,0,0,0,,,0,0,low,no_return,7.4,0,2,0,0
TX103153,CUST002379,707.67,Toys,Credit Card,1.5,33.8,47,150,13,2,0.154,0,0,0,,,2,0,low,no_return,19.8,1,1,0,0
TX103154,CUST000207,3031.76,Home,Credit Card,0.0,2.1,22,212,8,3,0.375,0,0,0,,,0,0,low,no_return,30.6,0,1,0,1
TX103155,CUST002543,1090.33,Footwear,COD,35.4,11.4,20,331,10,0,0.0,0,0,0,2.0,0.0,2,0,low,not_as_described_repeated,21.5,0,1,0,0
TX103156,CUST002311,1881.83,Fashion,Debit Card,12.8,14.3,31,4,7,1,0.143,0,0,0,,,2,0,medium,no_return,17.8,1,0,0,0
TX103157,CUST002984,623.53,Sports,Wallet,33.2,4.4,24,1,6,1,0.167,1,1,0,0.3,0.0,0,0,low,size_issue,14.3,1,4,0,0
TX103158,CUST002004,1758.6,Electronics,UPI,24.5,26.6,54,1032,2,0,0.0,0,0,0,1.3,0.0,1,0,low,changed_mind_repeated,40.1,0,0,0,0
TX103159,CUST002618,1782.79,Fashion,Debit Card,5.5,1.5,29,30,5,0,0.0,0,1,0,,,3,0,medium,no_return,14.1,0,2,0,0
TX103160,CUST000356,1600.58,Footwear,UPI,0.0,6.6,36,320,13,2,0.154,0,1,0,,,2,0,high,no_return,25.4,1,1,0,0
TX103161,CUST002669,2420.14,Electronics,Credit Card,9.5,16.7,24,241,6,1,0.167,0,0,0,14.6,12.9,3,0,low,changed_mind,7.9,0,0,0,0
TX103162,CUST000481,3585.33,Footwear,Credit Card,14.6,4.9,18,212,5,0,0.0,0,0,0,3.1,1.4,1,1,high,changed_mind_repeated,25.3,0,0,0,0
TX103163,CUST000943,901.1,Fashion,Debit Card,20.4,10.4,24,1261,8,1,0.125,0,0,0,0.2,0.0,0,0,low,not_needed,26.3,2,1,0,0
TX103164,CUST000385,1627.13,Grocery,COD,1.7,0.8,24,1623,9,0,0.0,0,0,0,10.3,10.1,1,0,low,defective,50.1,0,5,0,0
TX103165,CUST001205,656.74,Electronics,UPI,17.1,4.6,24,68,9,2,0.222,0,0,0,6.9,6.7,1,0,low,not_needed,17.3,0,1,0,0
TX103166,CUST002247,455.09,Grocery,UPI,17.1,7.0,18,307,9,2,0.222,0,1,0,,,3,0,low,no_return,42.4,3,1,0,0
TX103167,CUST000804,2034.14,Footwear,Credit Card,26.8,20.7,33,1482,15,1,0.067,0,0,0,3.0,2.5,0,0,low,not_as_described_repeated,18.4,0,2,0,0
TX103168,CUST002466,851.81,Sports,UPI,11.3,9.2,28,43,6,0,0.0,0,0,0,2.4,1.1,3,0,low,not_as_described_repeated,39.0,1,0,0,0
TX103169,CUST001819,1826.43,Home,Debit Card,20.3,12.1,18,639,11,1,0.091,0,0,0,1.0,0.0,2,0,high,changed_mind,9.9,0,0,0,0
TX103170,CUST001887,2087.88,Toys,Credit Card,18.5,11.9,33,8,7,0,0.0,0,0,0,,,1,0,low,no_return,17.1,1,1,0,0
TX103171,CUST002816,514.74,Books,COD,25.5,0.5,39,225,7,0,0.0,0,0,0,,,1,0,low,no_return,33.3,3,3,0,0
TX103172,CUST001296,2297.48,Electronics,Wallet,5.2,9.7,43,35,7,1,0.143,0,1,0,,,2,0,low,no_return,20.2,0,1,0,0
TX103173,CUST001034,3478.13,Grocery,Credit Card,0.0,15.5,18,307,7,1,0.143,1,0,0,,,2,1,low,no_return,31.5,0,1,0,0
TX103174,CUST002983,2640.33,Grocery,Net Banking,12.2,16.2,24,192,8,0,0.0,0,0,0,,,2,0,low,no_return,12.7,0,3,0,0
TX103175,CUST001671,916.74,Books,COD,12.2,11.5,18,1,5,0,0.0,0,0,0,,,0,0,low,no_return,17.2,0,1,0,0
TX103176,CUST001844,1750.13,Fashion,UPI,1.1,7.6,25,514,9,0,0.0,0,0,0,12.4,8.7,2,0,low,not_needed,47.8,2,1,0,0
TX103177,CUST000889,1882.17,Home,COD,0.0,2.3,45,469,4,0,0.0,0,0,0,,,3,0,low,no_return,44.7,0,1,0,0
TX103178,CUST000647,1648.02,Mobile,Credit Card,8.1,11.6,24,170,9,0,0.0,0,0,0,19.7,17.8,0,0,low,size_issue,45.2,1,3,0,0
TX103179,CUST000510,682.04,Sports,COD,13.6,10.7,27,121,7,0,0.0,0,0,0,5.5,4.8,1,0,low,defective,25.8,0,2,0,0
TX103180,CUST000671,1023.64,Beauty,COD,16.1,4.1,23,362,8,0,0.0,0,0,0,,,0,0,low,no_return,32.7,0,2,1,0
TX103181,CUST000586,1551.07,Mobile,Net Banking,0.0,33.3,48,354,12,0,0.0,0,0,0,,,1,0,low,no_return,24.1,1,2,0,0
TX103182,CUST002240,2068.73,Fashion,COD,0.0,33.3,18,328,9,1,0.111,0,0,0,,,0,0,medium,no_return,39.2,0,4,0,0
TX103183,CUST000174,1220.83,Home,COD,28.6,8.7,26,45,7,0,0.0,0,2,0,,,5,0,high,no_return,12.0,1,3,0,1
TX103184,CUST001888,418.66,Books,Credit Card,12.7,5.6,23,59,6,0,0.0,0,0,0,,,3,0,low,no_return,10.7,0,1,0,0
TX103185,CUST002847,1273.66,Books,Wallet,15.0,10.2,18,235,5,0,0.0,0,0,0,1.0,0.6,1,0,low,not_as_described_repeated,35.4,1,0,0,0
TX103186,CUST002296,4851.88,Mobile,Debit Card,0.0,32.7,43,38,9,4,0.444,0,2,0,,,1,1,medium,no_return,35.4,0,1,0,0
TX103187,CUST001209,2307.66,Grocery,COD,14.9,2.0,18,17,10,1,0.1,1,3,0,,,0,0,medium,no_return,20.7,0,6,0,0
TX103188,CUST000179,2030.22,Fashion,Net Banking,10.5,5.5,27,22,10,3,0.3,0,0,0,3.3,3.2,0,0,high,defective,11.9,0,3,0,1
TX103189,CUST002502,1012.59,Home,UPI,7.6,4.9,31,613,6,0,0.0,0,0,0,,,1,0,low,no_return,25.0,0,1,0,0
TX103190,CUST000010,1314.74,Electronics,Credit Card,0.0,11.9,24,12,13,0,0.0,0,0,0,,,1,0,low,no_return,30.4,1,1,0,0
TX103191,CUST002044,396.84,Footwear,COD,4.6,2.2,18,418,7,0,0.0,0,0,0,,,0,0,low,no_return,24.9,2,0,0,0
TX103192,CUST002013,964.3,Electronics,Net Banking,38.7,34.5,30,12,6,1,0.167,1,0,0,5.8,5.1,1,0,low,not_as_described_repeated,46.2,1,2,0,0
TX103193,CUST000576,2233.11,Sports,COD,10.8,7.1,24,58,4,2,0.5,0,0,0,2.6,0.0,3,0,high,changed_mind_repeated,32.9,0,2,0,1
TX103194,CUST002219,2040.15,Home,Credit Card,24.5,3.0,40,513,7,0,0.0,0,0,0,2.8,2.6,1,0,low,not_as_described_repeated,41.7,0,0,0,1
TX103195,CUST000527,1141.6,Electronics,UPI,12.6,2.5,37,288,11,0,0.0,0,0,0,,,3,0,low,no_return,30.0,0,2,0,0
TX103196,CUST000677,1647.03,Fashion,Debit Card,11.3,2.4,51,161,10,0,0.0,0,0,0,,,2,0,low,no_return,8.6,1,1,0,0
TX103197,CUST002436,1838.74,Grocery,Credit Card,7.4,24.9,33,38,6,0,0.0,0,0,0,6.2,5.3,2,0,low,not_needed,2.5,0,6,0,0
TX103198,CUST002937,1184.87,Electronics,Net Banking,31.1,13.6,37,60,7,2,0.286,0,0,0,,,1,0,low,no_return,51.7,0,3,0,0
TX103199,CUST000794,2394.07,Mobile,Debit Card,19.5,20.9,28,134,5,0,0.0,0,0,0,,,2,0,low,no_return,33.9,1,1,0,0
